,S5_1,S5_2,S5_3,S5_4,S5_5,S5_6,S5_7,S5_8,
ASV_112,0,0,0,0,2.06E-05,0,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum
ASV_2840,0.002429133,0.00024703,0.001214567,0.001626284,0.001852729,0.000432303,0.000144101,0.000329374,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosospira
ASV_145,0,0.000308788,0.000720506,0.000102929,4.12E-05,0.004158347,0.00104988,0.004014245,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Corallococcus
ASV_101,0,2.06E-05,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodovibrionaceae;g__Fodinicurvata
ASV_126,0.000185273,0,2.06E-05,0.000391132,0.000411717,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa
ASV_132,0,6.18E-05,4.12E-05,4.12E-05,0,0.000185273,0.000102929,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Propionivibrio
ASV_154,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Geodermatophilales;f__Geodermatophilaceae;g__Blastococcus
ASV_125,0,0,0,0,0,0,2.06E-05,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella
ASV_167,2.06E-05,0,0,0,0,0,6.18E-05,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
ASV_139,0.001193981,0.002532062,0.002511477,0.002120345,0.002038002,0.002820265,0.002923194,0.004508306,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp15;g__Gp15
ASV_140,0,0,0,0,0,0,0,2.06E-05,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
ASV_136,0,0,0,0,0,0,0,0,k__Bacteria;p__Balneolaeota;c__Balneolia;o__Balneolales;f__Balneolaceae;g__Gracilimonas
ASV_134,0,0,0,0,0,0,0,4.12E-05,k__Bacteria
ASV_156,0.000885193,0.000576404,0.000411717,0.000514647,0.000967536,0.000617576,0.001152809,0.000658748,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Parvibaculaceae;g__Rhodoligotrophos
ASV_141,0.000432303,0.000555819,6.18E-05,0.000329374,4.12E-05,0.000432303,0.000185273,0.000164687,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces
ASV_144,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria
ASV_187,0,0,0,0,0,2.06E-05,0,2.06E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Thioprofundaceae;g__Thioprofundum
ASV_182,0.00024703,4.12E-05,2.06E-05,2.06E-05,8.23E-05,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae
ASV_164,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albidovulum
ASV_168,0.012001565,0.003046709,0.008872512,0.013627849,0.010519382,0.000988122,0.001008708,0.000988122,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Sterolibacteriaceae;g__Methyloversatilis
ASV_705,0,0,0,2.06E-05,0,0,0,0,k__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum
ASV_143,0.002285032,0.000782263,0.002305618,0.003252568,0.003828973,0.004178932,0.001502769,0.006258106,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp12;g__Gp12
ASV_158,0,4.12E-05,0.000123515,0.000102929,2.06E-05,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Parvibaculaceae
ASV_153,0,2.06E-05,0,0,2.06E-05,0,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile
ASV_174,0,0,0,0,0,2.06E-05,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp23;g__Gp23
ASV_155,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
ASV_138,0,2.06E-05,0,2.06E-05,0,0,4.12E-05,0.000102929,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Thermodesulfovibrio
ASV_151,0,0.000102929,0,4.12E-05,0,4.12E-05,2.06E-05,0,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae;g__Chryseolinea
ASV_934,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__Methylophaga
ASV_190,0.007307985,0.001935072,0.002038002,0.003170225,0.002634992,0.002511477,0.001193981,0.001749799,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Annwoodia
ASV_202,0.000617576,0.002058587,0.006608066,0.00399366,0.003828973,0.001029294,0.000226445,0.000329374,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Azoarcus
ASV_169,0.001338082,0.000535233,0.00069992,0.001482183,0.000967536,0.001338082,0,6.18E-05,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa
ASV_198,0.002655578,0.000411717,0.002799679,0.00234679,0.00104988,0.001193981,0.000205859,0.000391132,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella
ASV_192,0.003129053,0.000102929,0.001091051,0.001811557,0.001770385,8.23E-05,2.06E-05,4.12E-05,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Sterolibacteriaceae;g__Methyloversatilis
ASV_244,0.010272351,0.009757704,0.00294378,0.011528089,0.015809951,0.001091051,0.000452889,4.12E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas
ASV_165,0,0,0,0,0,0,0,0,k__Bacteria;p__Balneolaeota;c__Balneolia;o__Balneolales;f__Balneolaceae;g__Aliifodinibius
ASV_159,0,0,0,0,2.06E-05,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassobaculaceae;g__Oceanibaculum
ASV_188,0.000782263,0.000494061,0.000370546,4.12E-05,0.000432303,0.000535233,0.000988122,0.002470305,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
ASV_799,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter
ASV_160,0.001255738,0.000102929,0.000123515,0.000164687,0.00024703,0.00034996,0.000494061,0.000370546,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Paeniglutamicibacter
ASV_148,0.001543941,0.001193981,0.001441011,0.001214567,0.003129053,0.004734751,0.003684871,0.008810754,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
ASV_163,0.000164687,0.000144101,0.000370546,0.000123515,8.23E-05,0.002799679,0.000391132,0.005331741,k__Bacteria;p__Latescibacteria;g__Latescibacteria_genera_incertae_sedis
ASV_157,0.008440208,0.005208226,0.009798876,0.011034028,0.00753443,0.000967536,0.000823435,0.000391132,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira
ASV_211,0.000638162,0.001173395,0.00069992,0.00059699,0.000720506,0.007966733,0.004425963,0.012330939,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae
ASV_210,2.06E-05,0.000144101,8.23E-05,0,0,8.23E-05,0.000226445,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiales_incertae_sedis;g__Thiobacter
ASV_171,0,0,4.12E-05,8.23E-05,6.18E-05,0.00129691,0.000164687,0.000391132,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum
ASV_184,0.000926364,0.000514647,0.000802849,0.000741091,0.000473475,0.000370546,0.000411717,0.00024703,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
ASV_146,2.06E-05,6.18E-05,2.06E-05,4.12E-05,0,0.0018939,0.001255738,0.001132223,k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae
ASV_249,0,2.06E-05,0,0,0,0,0,0,k__Bacteria
ASV_172,0.000823435,0.001502769,0.002017416,0.001976244,0.000411717,0.002058587,0.002305618,0.000864607,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Azospirillaceae;g__Skermanella
ASV_252,0,0,0,0,0,6.18E-05,2.06E-05,2.06E-05,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile
ASV_1270,0.000741091,0.004549478,0.004693579,0.000679334,0.001667456,0.006093419,0.002120345,0.00329374,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Thermodesulfovibrio
ASV_179,0,0,0,0,4.12E-05,0,0,2.06E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter
ASV_183,0,0,0,0,0,2.06E-05,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodovibrionaceae;g__Pelagibius
ASV_204,0.000164687,8.23E-05,4.12E-05,0.000144101,0.000370546,0.002038002,0.001008708,0.001811557,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga
ASV_226,0,0,0,0,0,0,0.000102929,2.06E-05,k__Bacteria;p__Actinobacteria;c__Actinobacteria
ASV_262,0.000329374,0.000864607,0.000844021,0.001091051,0.000144101,0.000576404,0.001688042,0.000205859,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Azoarcus
ASV_185,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassobaculaceae;g__Oceanibaculum
ASV_175,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius
ASV_231,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter
ASV_208,0,0,2.06E-05,0,0,2.06E-05,8.23E-05,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
ASV_206,4.12E-05,0,8.23E-05,0.000102929,0,8.23E-05,6.18E-05,0.000144101,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
ASV_166,0.000102929,0.001029294,0.000164687,0.000391132,0.000102929,0.002758507,0.001543941,0.001338082,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
ASV_200,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__Alcanivorax
ASV_209,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinomadura
ASV_196,0,0,2.06E-05,0,0,0,0,2.06E-05,k__Bacteria;p__Balneolaeota;c__Balneolia;o__Balneolales;f__Balneolaceae;g__Aliifodinibius
ASV_199,0.00059699,0.000329374,0.00234679,0.000432303,6.18E-05,4.12E-05,4.12E-05,0,k__Bacteria;p__Actinobacteria
ASV_273,0.00069992,0.000391132,0.000473475,0.000226445,0.001214567,6.18E-05,0.003664286,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas
ASV_3943,0,4.12E-05,0.000102929,0,0,0,0.000123515,2.06E-05,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
ASV_261,0.001585112,0.004446549,0.003581942,0.005928732,0.003231982,0.003170225,0.001276324,0.000267616,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Thauera
ASV_205,0,0.000102929,8.23E-05,2.06E-05,0,0,0,2.06E-05,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
ASV_203,0,0,0,2.06E-05,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__Alcanivorax
ASV_220,4.12E-05,0.000185273,0.001523355,0.001152809,8.23E-05,0.001152809,0.000988122,0.000473475,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Sterolibacteriaceae;g__Sulfuritalea
ASV_176,2.06E-05,0,0,0,0,2.06E-05,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus
ASV_229,0,0.00034996,4.12E-05,2.06E-05,0,0.000123515,0.000123515,2.06E-05,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales
ASV_195,0,0.002449719,0.000164687,0.000391132,4.12E-05,0.000226445,0.000411717,0,k__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__Phaeodactylibacter
ASV_201,0,4.12E-05,0.000123515,8.23E-05,8.23E-05,8.23E-05,0,0,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae;g__Ohtaekwangia
ASV_9621,0.001502769,0.002367376,0.0018939,0.000823435,0.000761677,0.001502769,0.001029294,0.001317496,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter
ASV_218,0,0,0,0,0,2.06E-05,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Thioprofundaceae;g__Thioprofundum
ASV_230,0,0,0,2.06E-05,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__Sulfuricaulis
ASV_215,0.000329374,0.000802849,0.000514647,0.000329374,0.000329374,0.000802849,0.001235152,0.000535233,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Methylocystis
ASV_235,0,0,0,0,0,0,0,2.06E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Aquisalimonas
ASV_181,0,2.06E-05,4.12E-05,0.000370546,2.06E-05,4.12E-05,0,4.12E-05,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
ASV_217,0,0,4.12E-05,0,0,0,0.000102929,0,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Thermodesulfovibrio
ASV_268,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
ASV_260,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Marinobacterium
ASV_207,0.000102929,0.000555819,0.00224386,0.0018939,0.001420425,0.001873315,0.001585112,0.000864607,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;g__Gp1
ASV_232,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Inmirania
ASV_189,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
ASV_228,0.000432303,0.001749799,0.004405377,0.000102929,0.00024703,0.002964366,0.000514647,0.002058587,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Aromatoleum
ASV_257,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria
ASV_250,0.000164687,0.000391132,0.000576404,0.000226445,0.000432303,0.001605698,0.000514647,0.000576404,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
ASV_222,0,0,0.000617576,6.18E-05,0,4.12E-05,0.000185273,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Rheinheimera
ASV_240,4.12E-05,8.23E-05,8.23E-05,0.000267616,0.000144101,0.001070465,8.23E-05,0.000514647,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
ASV_259,0,0,0,0,0,0,0,0,k__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Thiovulaceae;g__Sulfurimonas
ASV_224,0.000761677,0.000370546,0.001276324,0.000679334,0.00059699,0.000638162,0.000473475,0.000205859,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae
ASV_212,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Deltaproteobacteria_incertae_sedis;g__Deferrisoma
ASV_255,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter
ASV_339,0.000432303,0.000658748,0.000905778,0.001338082,0.000308788,0.000741091,0.000391132,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae
ASV_301,0,0.000185273,0,0,0,8.23E-05,0.000144101,0.001132223,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae
ASV_284,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp23;g__Gp23
ASV_12041,8.23E-05,0,8.23E-05,4.12E-05,0.000102929,6.18E-05,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
ASV_828,0.001811557,0.001935072,0.000267616,0.004405377,0.001235152,0.003437841,0.003581942,2.06E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas
ASV_247,0,0,0,0,0,2.06E-05,4.12E-05,4.12E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella
ASV_241,0.000535233,0.001543941,0.002223274,0.000308788,0.00069992,0.001543941,0.001008708,0.000452889,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
ASV_269,0,0,0,0,0,0,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillales_incertae_sedis;g__Alkalimarinus
ASV_236,0,0.000761677,0.000411717,0.000267616,0,0.000823435,0.003664286,2.06E-05,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Roseibium
ASV_366,0.002408547,0.001770385,0.0018939,0.001091051,0.002634992,0.00259382,0.001749799,0.002449719,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Aromatoleum
ASV_221,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae
ASV_263,0,0,2.06E-05,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp10;g__Gp10
ASV_256,0.00259382,0.000102929,0.000370546,0.000102929,0.000782263,0.000452889,0.000535233,0.000761677,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
ASV_309,0.000329374,0.000473475,0.00059699,0.000144101,0.000185273,0.000164687,0.000514647,0.000123515,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium
ASV_253,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Nitrosococcus
ASV_213,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales
ASV_270,0.002120345,0.000823435,0.001111637,0.001317496,0.001461597,0.000741091,0.001605698,0.000658748,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter
ASV_274,2.06E-05,0,0,0,0,0,0,6.18E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter
ASV_292,2.06E-05,8.23E-05,0.000494061,6.18E-05,8.23E-05,0.005558186,0.001214567,0.001770385,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Roseisolibacter
ASV_285,0.000102929,2.06E-05,0.000102929,4.12E-05,6.18E-05,0,0,2.06E-05,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium
ASV_306,0.001235152,0.005475842,0.001111637,0.000761677,0.002038002,0.003417255,0.006196348,0.001873315,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae
ASV_294,8.23E-05,8.23E-05,0,0,0,8.23E-05,2.06E-05,0.000329374,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
ASV_219,4.12E-05,0,0,0,4.12E-05,2.06E-05,4.12E-05,2.06E-05,k__Bacteria;p__Firmicutes
ASV_330,0,4.12E-05,0,2.06E-05,4.12E-05,4.12E-05,6.18E-05,2.06E-05,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Roseisolibacter
ASV_254,0,0,0,0,2.06E-05,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Sideroxydans
ASV_293,0.00529057,0.007266814,0.001399839,0.001626284,0.00529057,0,0,0.002861436,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas
ASV_280,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Actinomarinicola
ASV_515,8.23E-05,0.033554975,0.000638162,0,0.000761677,0.000205859,0.001193981,0.000102929,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Thauera
ASV_251,0,2.06E-05,0,2.06E-05,0,0.00069992,6.18E-05,0.001008708,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales
ASV_264,0,0,0,0,0,2.06E-05,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodovibrionaceae;g__Pelagibius
ASV_242,0,6.18E-05,0,0,0,6.18E-05,0,4.12E-05,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Geminicoccaceae;g__Arboricoccus
ASV_246,0,0,4.12E-05,6.18E-05,0,4.12E-05,2.06E-05,6.18E-05,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Roseisolibacter
ASV_248,0,2.06E-05,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodovibrionaceae;g__Pelagibius
ASV_239,0.000123515,6.18E-05,0.000123515,8.23E-05,2.06E-05,8.23E-05,0.000679334,0.000432303,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
ASV_399,0.002202689,0.000576404,0.003931902,0.004034831,0.004446549,0.000308788,0.000411717,0.000452889,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Derxia
ASV_922,2.06E-05,0,0.000144101,0,0,4.12E-05,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Thiohalomonas
ASV_227,0,0,2.06E-05,0,0,0,0,0,k__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum
ASV_267,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
ASV_13420,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae
ASV_271,0.0018939,0.001420425,0.003602528,0.004261276,0.003108467,0.005743459,0.001420425,0.008934269,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;g__Gp1
ASV_238,0,2.06E-05,0,0,0,2.06E-05,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
ASV_258,0.001338082,0.002161517,0.002552648,0.000844021,0.001276324,0.001729213,0.004528892,0.004014245,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
ASV_266,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae
ASV_319,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria
ASV_287,4.12E-05,0.000432303,0.000638162,0.000288202,0,0.000761677,0.000452889,6.18E-05,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodovibrionaceae;g__Pelagibius
ASV_710,0,0,0,2.06E-05,0,0,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
